""	logFC	AveExpr	t	P.Value	adj.P.Val	B
RXRG	-3.2857345128951	-0.0838214865725239	-2.10309500265214	0.0799638889204292	0.0997064331380946	-4.68722750903492
DMGDH	1.70746024963097	-2.34105041456959	2.10301646224173	0.0799725862872399	0.0997123014173272	-4.45431948947419
ENSG00000258204	-1.52942870689285	0.953614481570084	-2.10238832426571	0.0800421794615763	0.0997940921037987	-4.79457805669519
C2orf88	1.40527854398107	-1.36484578331516	2.1023183481696	0.0800499361370023	0.0997987826570293	-4.55435794198578
SUCLA2P3	2.43064102904708	-4.16837316708419	2.10194302971259	0.0800915523485159	0.099845683542504	-4.30011995692556
NIBAN3	1.1659669342715	-1.95450603204228	2.10166359871316	0.0801225506720831	0.0998793436778427	-4.49424360142331
C9orf153	2.4537163841282	-3.91046312979179	2.10160525711314	0.0801290242689197	0.0998824298924657	-4.32036097199519
MAGEL2	-1.19579341928109	2.56367609330944	-2.1015439054803	0.0801358324356596	0.0998859328264079	-4.97984101207802
ENSG00000289402	2.27627552636751	-3.51932933587073	2.10094544744342	0.0802022740726562	0.0999637623063728	-4.352613372811
ZNF56P	-1.06106884532022	0.395969914216129	-2.10077850613985	0.080220818155903	0.0999818876986472	-4.73893836438858
CISH	-1.25215921104573	1.55590836956137	-2.09998748368636	0.0803087456024992	0.100086481774472	-4.86310406919401
SUPT4H1	2.0679411320732	-1.50203520066402	2.09798459581301	0.0805318201282253	0.100359486935534	-4.54574431439828
C12orf42	1.68825549648828	-2.24071413864275	2.09788957459902	0.0805424189517733	0.100366580873664	-4.47092213048132
RPL19P16	-2.86834484768743	-0.853917051930621	-2.09786153317405	0.0805455470107651	0.100366580873664	-4.61516542898059
H2BC17	1.67431948473689	-2.13691442428994	2.09778975289994	0.0805535547625629	0.100371553148864	-4.48123551611679
ENSG00000289968	1.61544397636702	-1.34708519771714	2.09767585139877	0.0805662631932719	0.100382381788385	-4.56250630532324
ABCC6P2	-1.38888481073953	-0.309026414932328	-2.09736839247245	0.0806005777901294	0.100420128435077	-4.67229980484962
MYT1	-0.758978585199087	1.40923567221125	-2.09707186919869	0.0806336860181839	0.100456368379291	-4.8509334126925
ADRA2B	-0.932069216978253	2.84127147459516	-2.09578288174902	0.08077776892279	0.100630854089603	-5.0236084308258
TMEM183AP2	1.97574249844408	-2.97061867228762	2.09569184351771	0.0807879550946485	0.100637698648153	-4.40623426656466
RIPK3	2.80827524601122	-2.89240169517739	2.09563345322752	0.0807944890125562	0.100637698648153	-4.4132258965649
ENSG00000245156	2.68701302337428	-4.23702279904223	2.0956257825996	0.0807953474017231	0.100637698648153	-4.30316707853971
CYP4A11	2.44707728982087	-4.11756407016279	2.09514446802307	0.0808492279961059	0.100699791228611	-4.31280063549576
ENSG00000300083	1.38710061301221	-1.41414773798672	2.09449900467779	0.0809215417147064	0.100781546541313	-4.55971328031801
CTNNA2-AS1	2.91651916269548	-4.0617983190422	2.09448657519009	0.0809229348849378	0.100781546541313	-4.31791769276493
ENSG00000197813	1.15983596376756	-1.47769267063321	2.09400895012603	0.0809764884557866	0.100843215411194	-4.5536717062391
ENSG00000283973	2.66810818037572	-3.58983032474517	2.09396520657323	0.0809813949956921	0.100844299086496	-4.3559915285823
ENSG00000306240	1.76596913131559	-2.62700625423906	2.09392166373715	0.0809862793231838	0.100845354994539	-4.43950896284512
RS1	1.21610612736775	-2.56266798881611	2.09386701040941	0.0809924103723842	0.100847963156922	-4.44553152268882
SOCS3	1.47786979624068	1.71385712672707	2.09357296541069	0.0810254046766415	0.100884018261797	-4.8896521513991
NEUROG3	-1.82864051917772	-1.47863119945215	-2.09317119509736	0.0810705088266731	0.100935146884218	-4.55470277360399
CAMP	1.4963199192606	-3.03373451293655	2.09294124757747	0.0810963350673733	0.100962270047999	-4.40433930867299
ENSG00000280417	1.25045320557262	-1.48616624009301	2.0925030717594	0.0811455714171472	0.10101853387244	-4.55480917785095
ENSG00000307319	2.32180434221736	-3.10416850075212	2.09234184033006	0.0811636961255246	0.101036062979577	-4.39900083155726
AIFM3	1.66786861438869	-0.964721357263707	2.09224636393976	0.0811744309776447	0.101044391587139	-4.61090191534875
ENSG00000277476	1.08733387822793	-1.3272715416211	2.09213647185425	0.0811867884455766	0.101054739065578	-4.57208836002993
ENSG00000290762	-0.957532423209402	0.512410079936584	-2.09188213715244	0.0812153959802248	0.101085311272353	-4.76304916163437
HCFC1-AS1	2.30515704755533	-4.0617983190422	2.09121550975225	0.0812904269402357	0.101173658796197	-4.32217369707687
CMTM1	-1.79514257227222	-0.0815828189626851	-2.09109690548698	0.0813037836198305	0.101185241840989	-4.70385438786033
ENSG00000287434	1.76551208649955	-1.83574848330637	2.09103407917628	0.0813108597434481	0.10118900776202	-4.52061940005586
KAZALD1	-1.73542675258146	0.973345587173666	-2.09074107947952	0.08134386857679	0.101225044205933	-4.81269876811783
ENSG00000288782	3.36833286569718	-4.150217438492	2.09046405713739	0.0813750899965763	0.101258852897423	-4.3164045042012
ENSG00000286667	2.03967011777293	-2.53726416488516	2.08987328902711	0.0814417125207653	0.101336707287156	-4.45321883031376
ENSG00000302960	1.7052919000887	-3.88584122705437	2.08961407458096	0.0814709623906256	0.10136805400236	-4.33793961114862
GOLGA6B	1.11981998505226	-0.585529287637671	2.08816566715105	0.0816345985536832	0.10156659580027	-4.65652396371756
IQSEC3	1.23294417670906	0.850108975886855	2.08793444599734	0.0816607521343447	0.101594075855217	-4.80354601470395
ENSG00000289011	1.49840326026085	-1.60287108577145	2.08739090641523	0.0817222659084846	0.101665542571208	-4.54947694541486
ENSG00000286596	2.44209650335085	-3.74275329804651	2.0873320140019	0.0817289337502178	0.101668775184995	-4.35229252548914
CTDP1-DT	-1.20040690325252	1.49551294778512	-2.08644182968677	0.0818297886343122	0.101789167997991	-4.87511368391159
COL6A4P1	1.32920820927666	-2.01053703378627	2.08625624955689	0.0818508302129801	0.101810272928462	-4.50929384595556
LCDR	0.937682035086272	-0.374156209975299	2.08580359606761	0.081902176427043	0.10186906834536	-4.68144653452516
ENSG00000300558	2.2404358454715	-2.21429335589299	2.08572474128737	0.0819111245830535	0.101872172847615	-4.4897770171808
SNHG21	-0.7873884040031	1.02462811546542	-2.08570973616562	0.0819128274229801	0.101872172847615	-4.82506838718687
MFN1P1	2.07665945452874	-4.04554556805649	2.08499594501726	0.0819938729288506	0.101967890555222	-4.33151668867912
RPL12P6	-2.30286667955138	-1.32317541781458	-2.08493997276811	0.0820002316025039	0.101970722530335	-4.58224427139548
H4C5	1.93902285806259	-3.00874551215303	2.0848106723269	0.0820149225764939	0.101983915272304	-4.41727694756164
ENSG00000241269	4.17257441444374	-3.58188086773996	2.08358397550268	0.082154432022415	0.102152308249043	-4.37025066845586
SDF2L1	-1.55620891668269	3.26698552355893	-2.0831750862781	0.0822009877826771	0.102205109921489	-5.09833905244495
NRTN	-1.32380786920111	1.59115281391269	-2.08285129128868	0.082237873861637	0.102245884078584	-4.89069425304658
FSCN1P1	1.41009843500001	-0.407279788367633	2.08261324586065	0.0822650022781499	0.102274523134818	-4.68240170751668
MIR670HG	1.640903656149	-1.28377316357683	2.08215064177956	0.0823177481950543	0.102335006264877	-4.59019814796311
ENSG00000280106	-1.08833539837581	-0.0249608278660307	-2.08189063161801	0.0823474095653535	0.102366786773848	-4.72216373991818
VILL	1.73524587818015	0.598174666182529	2.08185074364356	0.0823519608583881	0.102367351116273	-4.78564630615078
LIPH	1.17498830423619	-1.31125713965672	2.081699934173	0.0823691708193663	0.102383649937863	-4.58788637559869
ENSG00000261067	2.99002890805564	-3.7331340484038	2.08147621003182	0.082394708351414	0.102406927151009	-4.36072187786122
ENSG00000268650	1.36897059835615	-2.30343672038878	2.0814640599328	0.0823960954846938	0.102406927151009	-4.48673076395294
ENSG00000288741	1.17961395039532	-0.489737514151478	2.08128429789512	0.0824166210525866	0.102427342206528	-4.67579149134435
LMTK3	-1.58572761487644	2.6277822091586	-2.08122317745519	0.0824236010860437	0.102430921683929	-5.01620059764723
RBBP4P5	2.15094160024626	-1.46182649001082	2.08103119213267	0.08244552997568	0.102449242782004	-4.57284025219443
KLRK1-AS1	1.18051888769996	-1.75400416120393	2.0810223086705	0.0824465448036731	0.102449242782004	-4.54241581043653
PHYHIPL	-1.81627401194584	-0.803494102515245	-2.08072213964641	0.0824808429606966	0.102486764834637	-4.64376338582642
ENSG00000285886	2.53807208515304	-3.76301362802666	2.08054756654567	0.0825007968585409	0.102506036699141	-4.35953567345189
TEX22	-1.71429513555221	-0.986164371505722	-2.08051466058554	0.0825045585968227	0.102506036699141	-4.62449692845667
CCDC178	1.69380621235253	-2.56023035527867	2.08037467559703	0.0825205633310466	0.102520823185623	-4.46370792599084
MIR3661	1.9614746419792	-3.98722182288033	2.08025836318911	0.0825338639423109	0.102532248855586	-4.34220004290422
ENSG00000307839	2.39165851187791	-3.74275329804651	2.07992984917005	0.0825714421272129	0.102573832045858	-4.36196955168225
PDE1C	1.09858408925571	-1.31437483171701	2.0798462510684	0.0825810075596709	0.102580614173461	-4.59005807891931
ENSG00000288700	2.33514122042302	-4.0551648176992	2.07936484787833	0.0826361124732903	0.102643961123232	-4.33809910281585
ENSG00000235077	1.9228009581539	-3.9389707200145	2.0790690888938	0.08266998577111	0.102680930872752	-4.34751479817902
ENSG00000296321	2.10507226890842	-4.01324168986654	2.07885523673944	0.0826944870830132	0.102706256973653	-4.34200541987258
ENSG00000300956	3.46590971701364	-3.64967158315318	2.07845855462798	0.0827399550389847	0.102757619759109	-4.37142651558198
ENSG00000248206	2.3359276392726	-3.7167334310603	2.07689760551463	0.0829191193623115	0.102971643417296	-4.36803073385426
RBM33-DT	-0.763059687578225	1.08931302032694	-2.07688533874009	0.0829205288949963	0.102971643417296	-4.84412074282293
TUBA3FP	1.26504138271694	-2.18250243172184	2.07668398064008	0.0829436697462055	0.102995260682863	-4.5049868487243
ABCC6	-1.16222265862163	0.663466695750047	-2.07553157909594	0.0830762347503548	0.103154746235419	-4.80107976792733
ENSG00000253636	-1.0513961556866	1.58631518273136	-2.07505321500662	0.0831313260761685	0.103218022596511	-4.90091363957061
RPL22P13	2.36806885914282	-3.90456224043659	2.07497119793039	0.0831407753973743	0.103224625181534	-4.35555897695188
TMEM163	-0.977240070926167	1.00551622560823	-2.07468961547391	0.0831732252939537	0.103259782386411	-4.83819247547707
NEK2P4	1.85835816290825	-3.16750981345839	2.07464832351939	0.0831779849117085	0.103260560250143	-4.41687097929162
ENSG00000283312	1.47346238841898	-1.74661666353416	2.07369283686125	0.0832881988839642	0.103392246890438	-4.55301926182899
KCNJ3	1.08208958679705	-1.04021870359115	2.07356240980236	0.0833032549791783	0.10340579929447	-4.62809570183275
ENSG00000300585	1.0956954490839	-1.29492281083262	2.07322056669213	0.0833427294352653	0.103449659787891	-4.60107419879066
ARHGAP29	-0.633397760523942	2.47529218407038	-2.07316487446102	0.083349162319107	0.103452504912344	-5.00811518030048
ADGRL4	-1.99373081849279	1.78500578000149	-2.07280430990367	0.0833908225466158	0.103499071560092	-4.92640605809204
PLS3-AS1	1.1020573144243	-0.597580852403053	2.07199204155103	0.0834847510492395	0.103610502221161	-4.67726320618562
COX5BP6	1.99715488372046	-2.28928857079103	2.0716923394949	0.0835194349676987	0.103648398730031	-4.5011501275064
ARHGDIB	1.62331606209855	-1.35599151111493	2.07048668868476	0.0836591107379686	0.103816580871078	-4.59827142547481
ENSG00000288911	1.17748294618094	-0.53701348207542	2.0702266964004	0.0836892622300651	0.103848839155456	-4.6859682245835
BAALC-AS1	-0.826697763229124	0.791712496847552	-2.07018871104879	0.0836936683442926	0.103849148741684	-4.82179411426227
ENSG00000305866	-2.25468675193762	-0.521230446282844	-2.06764486477837	0.0839892798352182	0.104210775099478	-4.69111612113143
CHRM2	1.3609609142793	-1.69592674814432	2.06660683042928	0.0841102111361452	0.104355639619876	-4.56777692364781
SLC6A1	-1.56739181129707	1.45913032637885	-2.06646909897635	0.0841262701940818	0.104370381096878	-4.89862866327262
TCAP	2.39140308412496	-2.03089136266265	2.06636829441981	0.0841380256675877	0.104379782177815	-4.53387555321645
ENSG00000286885	2.57801407506232	-2.93941777389175	2.06617029232772	0.0841611208407301	0.10439762571771	-4.44804023220412
LINC02033	3.2993217691975	-3.87622197741165	2.06616019996327	0.0841622981974692	0.10439762571771	-4.36928523094649
FLJ38576	1.65516463932581	-1.97977697581782	2.06613751493169	0.0841649446528227	0.10439762571771	-4.53932421392428
ENSG00000308312	2.54154232087363	-3.63808142761101	2.06571366726637	0.084214406654303	0.104453792178479	-4.389050051508
ANKLE1	-0.823417646029778	2.99817069464194	-2.06560461443623	0.0842271376380747	0.104464396681377	-5.08634384474528
FAM43B	-1.6134382494569	1.81632215734104	-2.06292233894179	0.084540887185617	0.104848325909429	-4.94361949555302
ENSG00000235480	2.58426558509955	-3.82365776924155	2.06228546469641	0.0846155576903109	0.104935723882395	-4.37852291029534
RPL21P54	2.52890975370944	-3.73699376104045	2.06206310526397	0.0846416440759619	0.10496286472397	-4.38577779570775
ENSG00000302999	0.929081021668516	-0.403541621461177	2.06182178700766	0.0846699638925002	0.104992772378907	-4.71109034435566
LINC02348	1.134633870487	-0.965050148320903	2.06068248222879	0.0848037967421079	0.105153509246356	-4.6536333581072
YY2	1.14944340292136	-1.77582252395424	2.06003615464747	0.084879815694492	0.105242546665568	-4.56835722511599
ENSG00000303689	2.50255686194961	-2.65833665266417	2.05972047979619	0.084916969519088	0.105279699856927	-4.48204197514498
BSN-DT	1.14228445564749	-1.00357686091342	2.05970995858118	0.0849182081138646	0.105279699856927	-4.65079097780603
CHRFAM7A	1.0949504195004	-0.216104625096613	2.0595221388837	0.0849403220053294	0.105301890784556	-4.73332550931714
INPP4B	-1.36086467245275	0.216523011511865	-2.05934062477308	0.0849616990387026	0.105323166060482	-4.77742782079041
CLEC14A	1.49014010784317	-1.7601245339972	2.05929992958331	0.0849664924876849	0.105323882327577	-4.57095624383161
SYTL3	1.68538517973538	-1.49638860169428	2.05901650988	0.0849998838579421	0.105360046552234	-4.59884616419365
ENSG00000254373	-2.33735808835163	-2.35946700478052	-2.05897748245639	0.0850044829567305	0.105360520027333	-4.51127307052326
ENSG00000263551	-0.836347177430201	0.628819166792926	-2.05860663837515	0.0850481968628857	0.10540947268689	-4.82068835322034
PCDHGB9P	2.35915040969575	-3.82998574427472	2.05849627926308	0.0850612100502162	0.105420371640191	-4.38295832570833
ENSG00000272995	1.89321266718486	-3.96871660414887	2.05831356687303	0.0850827593492396	0.105441848193522	-4.37220484752563
ENSG00000248511	1.90303763850504	-2.15062871390427	2.05802035180534	0.0851173530512897	0.105479487556839	-4.5330552625227
ENSG00000308423	1.47536768236789	-1.94654407884786	2.05657057965404	0.0852886082659245	0.105686469046516	-4.55548696055761
BVES-AS1	1.27089866155349	-1.62870481020878	2.05617967801813	0.0853348436577319	0.105737085210183	-4.58876978103924
ENSG00000295431	2.54283021514887	-3.47889046690838	2.0561536788204	0.0853379197157435	0.105737085210183	-4.41473119192473
ENSG00000288829	-1.58379251066033	-0.22750625402706	-2.05584285994576	0.0853747025329372	0.105774355453697	-4.73717403412357
PDE4C	-1.03954629890429	2.17855418861821	-2.0558279532375	0.0853764670220643	0.105774355453697	-4.99578532137272
ENSG00000305195	1.30632016635062	-1.2419029369431	2.05402321676525	0.085590365505904	0.106034099856176	-4.63265873664997
ENSG00000256341	2.93644478416851	-3.70083017021385	2.05352032921386	0.0856500649731805	0.106102797664119	-4.39986981970665
OR2W6P	1.90088825760556	-3.99473647113508	2.0533006870691	0.0856761526978843	0.106129688159197	-4.37668578585508
ENSG00000299021	1.32295088280094	-1.87466377585362	2.0532660468979	0.085680267778218	0.106129688159197	-4.56727498316568
FAM153A	-2.55601566540783	-1.29902621170482	-2.05304750436931	0.0857062341743931	0.106156588895595	-4.62785281710066
RALY-AS1	-0.920075205876043	1.38256991943471	-2.05245285464452	0.0857769286738314	0.106238884889302	-4.9094855910555
ENSG00000230532	2.05276476034036	-1.77311416891191	2.05208326917928	0.0858208964126727	0.106288071976117	-4.57930340780128
PNMT	-1.4280297631162	1.28202020326639	-2.05180129668631	0.0858544566654661	0.10632436528849	-4.89940597334959
ENSG00000279253	1.43731469166423	-2.41036105857004	2.05137094726741	0.0859057023750647	0.106382556041567	-4.51649444395531
ENSG00000299448	2.52000558510527	-4.11756407016279	2.05050916973465	0.086008415644698	0.106504473456936	-4.37076712203621
AKR1C1	0.91574652673824	0.244167630003552	2.0474463240018	0.086374479330433	0.106952470218146	-4.79647962039754
ENSG00000308516	2.45723904753566	-3.74275329804651	2.04695364274243	0.0864335108672708	0.107020261448503	-4.40503536349266
ENSG00000231863	2.31996175906986	-4.0617983190422	2.04654775445708	0.086482173903606	0.107075208524094	-4.38022454691592
ENSG00000261457	1.26574456633667	-2.5908513907315	2.04642994650663	0.0864963034214108	0.10708739567297	-4.5059426931398
ENSG00000307307	-1.81095801314991	-0.665921110361295	-2.04628362780637	0.0865138556917861	0.107103818968514	-4.70504995499549
PRB3	1.25557011416479	-0.548526586431924	2.04607380180375	0.0865390325549674	0.107129679385259	-4.71758618318593
ENSG00000305936	-1.01817808149755	-0.0659453811646328	-2.0459481833612	0.0865541089752241	0.107143034169202	-4.7670427383031
